8.955962052455879174e-01,1.044037947544120964e-01
8.896051991593511010e-01,1.103948008406489129e-01
9.507099037645411199e-01,4.929009623545884539e-02
9.918900555794992746e-01,8.109944420500706311e-03
8.372755143356238605e-01,1.627244856643761672e-01
8.679274135410501856e-01,1.320725864589497867e-01
9.458523100597966415e-01,5.414768994020330989e-02
3.419195118594824390e-01,6.580804881405175610e-01
8.866893450982930025e-01,1.133106549017069975e-01
3.380504169459916941e-01,6.619495830540083059e-01
7.181832490136141889e-02,9.281816750986385811e-01
6.878173896333950044e-02,9.312182610366604996e-01
1.975188458383596579e-01,8.024811541616403421e-01
1.228429700173371275e-01,8.771570299826628725e-01
4.411281123150401218e-02,9.558871887684959878e-01
8.517553746601480569e-02,9.148244625339851943e-01
3.071748836565774132e-01,6.928251163434225868e-01
6.529456428777857813e-02,9.347054357122214219e-01
8.485805933341219465e-01,1.514194066658780258e-01
1.780089571119266578e-01,8.219910428880733422e-01
3.300242452503958646e-01,6.699757547496041354e-01
9.130634146547564889e-01,8.693658534524349724e-02
8.425076664967980911e-01,1.574923335032018812e-01
4.481856996135052951e-01,5.518143003864947049e-01
8.054276848729419180e-01,1.945723151270581097e-01
8.808087162492846955e-01,1.191912837507153045e-01
9.670799389475452923e-01,3.292006105245472158e-02
8.635336605550726352e-01,1.364663394449273925e-01
6.272026255901443914e-01,3.727973744098556086e-01
2.335272365510336900e-01,7.664727634489663100e-01
8.458185558957573846e-01,1.541814441042426431e-01
8.333644359876496432e-01,1.666355640123503568e-01
2.833138281099556455e-02,9.716686171890044355e-01
7.695171059791405810e-02,9.230482894020859419e-01
3.622722321074726137e-01,6.377277678925273863e-01
7.175701850200699727e-02,9.282429814979930027e-01
3.499017489216887933e-01,6.500982510783112067e-01
3.610083544665276811e-02,9.638991645533472319e-01
1.962846365884307609e-02,9.803715363411569239e-01
1.389525252049667037e-01,8.610474747950332963e-01
5.946088575865737802e-02,9.405391142413426220e-01
9.710044479011525898e-02,9.028995552098847410e-01
5.310432663031947609e-01,4.689567336968052391e-01
8.053659473307761552e-02,9.194634052669223845e-01
8.447355288415042684e-01,1.552644711584957593e-01
1.404935216127854991e-01,8.595064783872145009e-01
3.944936413515554019e-01,6.055063586484445981e-01
3.796480039981078303e-01,6.203519960018921697e-01
6.458402969406542571e-01,3.541597030593457984e-01
3.449056157313815651e-01,6.550943842686184349e-01
2.924035965217519628e-02,9.707596403478248037e-01
4.433761464958995147e-01,5.566238535041004853e-01
2.887887416443040145e-01,7.112112583556959855e-01
5.169106001007944817e-01,4.830893998992055183e-01
6.266992479768951352e-02,9.373300752023104865e-01
1.251892682139919000e-01,8.748107317860081000e-01
2.421556861553991746e-01,7.578443138446008254e-01
4.844967796797703397e-01,5.155032203202296603e-01
